date,pm2.5,DEWP,TEMP,PRES,Iws
20100410,36.20833333,-8.416666667,10.58333333,1017.625,17.63708333
20100411,68.75,0.25,6.25,1017,49.27666667
20100412,47.79166667,-6.208333333,7.083333333,1018,60.05666667
20100413,20.125,-16.70833333,6.375,1026.791667,174.6608333
20100414,56.79166667,-9.75,7.166666667,1026.333333,8.605833333
20100415,171.0833333,0.708333333,6.083333333,1020.583333,51.53916667
20100416,211,2.75,8.583333333,1018.166667,16.40458333
20100417,147.5833333,3.375,8.583333333,1021.416667,72.46875
20100418,232.625,6.458333333,13.54166667,1012.916667,3.204166667
20100419,211.125,7.958333333,14.20833333,1014.208333,16.44625
20100420,82.83333333,4,13.875,1019.083333,7.43125
20100421,39.58333333,2.208333333,12.04166667,1022.208333,14.71166667
20100422,39.41666667,5.333333333,9.458333333,1020.958333,13.33833333
20100423,33.16666667,-4.041666667,13.20833333,1020.333333,10.78541667
20100424,86.54166667,1.333333333,16.79166667,1016.333333,36.405
20100425,87.5,6.541666667,13.83333333,1014.583333,83.17208333
20100426,13.375,-5.458333333,8.875,1013.541667,24.72041667
20100427,24.66666667,-10.70833333,8.708333333,1009.291667,138.9045833
20100428,16.375,-9.583333333,10.5,1012.583333,319.0270833
20100429,18.66666667,-6.75,14.04166667,1013.208333,90.69041667
20100430,27.58333333,-5.708333333,18.375,1013.791667,164.9058333
20100501,69.375,-0.083333333,20.83333333,1006.083333,17.11041667
20100502,78.04166667,0.375,23.875,1002.25,19.75958333
20100503,109.875,3.25,19.66666667,1007.458333,4.599166667
20100504,137.2916667,11.625,19.66666667,1002.541667,12.32833333
20100505,125.4583333,9.708333333,18.83333333,998.25,66.08333333
20100506,18.95833333,0.25,20.625,1006,54.32083333
20100507,96.41666667,2.416666667,21.66666667,1003.333333,38.77625
20100508,128.2916667,6.5,19.54166667,1006.791667,17.47125
20100509,79.875,0.666666667,17.29166667,1007.083333,33.40166667
20100510,47.45833333,-0.458333333,16.83333333,1005.958333,49.94708333
20100511,16.04166667,2,17.95833333,1014.708333,60.12125
20100512,43.66666667,5.958333333,17.41666667,1017.875,13.74916667
20100513,67.33333333,6.125,18.70833333,1017.5,13.39083333
20100514,136.125,9.291666667,18,1015,9.4825
20100515,181.75,12.25,21.45833333,1012.583333,8.51125
20100516,109.9583333,12.375,18.70833333,1014,63.30958333
20100517,67.54545455,13.29166667,16.45833333,1009.708333,14.10166667
20100518,51.625,10.25,17.54166667,1002.041667,19.48125
20100519,33.91666667,3.75,24.08333333,999.7916667,13.74375
20100520,64.08333333,4.875,25.41666667,1004.708333,13.89166667
20100521,108.2083333,10.875,23.375,1007.083333,19.445
20100522,151.3333333,11.5,22.41666667,1005.708333,7.576666667
20100523,125.25,9.958333333,24.16666667,1000.541667,7.597916667
20100524,45.79166667,7.333333333,23.41666667,1003.208333,24.27166667
20100525,33.20833333,3.958333333,24.875,1010.375,8.234583333
20100526,81.91666667,11,25.16666667,1012.833333,22.11125
20100527,84.78947368,14.54166667,20.83333333,1014.958333,3.743333333
20100528,130.875,16.16666667,19.125,1009.708333,4.023333333
20100529,143.5,13.04166667,22.79166667,1004.875,6.329166667
20100530,39.45833333,11.125,23.20833333,1007.166667,9.515833333
20100531,84.41666667,13.29166667,21.83333333,1014.666667,7.563333333
20100601,110.3809524,14.41666667,20.875,1015.208333,4.89625
20100602,121,14.75,20.16666667,1016,3.29625
20100603,115.4583333,13.04166667,21.75,1017.333333,8.21
20100604,80,11.83333333,22.66666667,1015.291667,13.44166667
20100605,0,12.33333333,23.70833333,1012.041667,12.12083333
20100606,0,12.625,24.83333333,1011.125,16.62875
20100607,131.5833333,15.20833333,25.33333333,1012.541667,22.27666667
20100608,160.75,12.70833333,25.75,1013.75,13.41333333
20100609,48,12.08333333,25.5,1013.833333,7.094166667
20100610,49.875,14.625,21.125,1013.333333,12.61166667
20100611,86.83333333,15.45833333,21.375,1011.541667,6.78125
20100612,110.1666667,16.29166667,24.5,1007.708333,7.152083333
20100613,115.9583333,17.70833333,23.41666667,1005.208333,23.97291667
20100614,83.66666667,18.08333333,24,1003.708333,9.46
20100615,146.375,18.79166667,26.66666667,1001.041667,3.22125
20100616,93.91666667,18.70833333,25.33333333,1000.375,6.034583333
20100617,36.66666667,17.45833333,19.70833333,1002.083333,3.724166667
20100618,67.08333333,17.04166667,21.79166667,1003.375,5.735833333
20100619,94.5,18.08333333,24.41666667,1004.333333,5.624166667
20100620,81.13636364,16.04166667,27.91666667,1006.916667,11.45708333
20100621,74.20833333,15.375,25.66666667,1003.708333,6.09
20100622,128.3,17.04166667,26.75,1004.75,19.64958333
20100623,58.35714286,10.95833333,25.95833333,1009.458333,9.790416667
20100624,76.83333333,13.04166667,26.08333333,1008,9.79875
20100625,163.4166667,15.70833333,25.91666667,1008,8.94125
20100626,173.4166667,16.58333333,26.16666667,1006.458333,8.380833333
20100627,117.9583333,15.625,25.75,1003.958333,10.97291667
20100628,153.4166667,18.95833333,26.41666667,1001.791667,12.79291667
20100629,188.5416667,19.54166667,27.25,1002.916667,13.89291667
20100630,177.5,20.04166667,26.25,1002.666667,7.805833333
20100701,126.1666667,21.16666667,23.875,1000.375,5.384166667
20100702,27.54166667,16.91666667,28.58333333,999.5833333,11.41708333
20100703,68.95833333,19.125,30.5,999.7916667,9.049583333
20100704,91.79166667,19.125,30.95833333,999.625,9.313333333
20100705,48.08333333,12.29166667,32.375,999.625,14.95791667
20100706,25.58333333,9.666666667,32.875,1000.208333,13.7625
20100707,56.91666667,16.125,27.33333333,1004.25,9.42375
20100708,45.625,14.625,29.91666667,1005.625,8.997916667
20100709,86.16666667,18.25,25.5,1006.25,12.38583333
20100710,80.875,19.79166667,21.66666667,1005.541667,12.7275
20100711,163.9166667,20.41666667,22.875,1004.541667,23.10458333
20100712,120.9583333,20.41666667,22.875,1006.291667,2.570416667
20100713,106.25,20.875,24.45833333,1009.416667,7.860833333
20100714,129.2916667,21.70833333,25.20833333,1009.833333,3.724166667
20100715,195.9166667,21.83333333,24.08333333,1006.333333,4.60125
20100716,202.75,22.58333333,26.75,1004.333333,8.736666667
20100717,113.6666667,22.16666667,27.875,1005.916667,8.998333333
20100718,156.0416667,22.58333333,28.25,1005.666667,18.12333333
20100719,167.8333333,22.25,25.25,1006.333333,35.43291667
20100720,43.16666667,19.83333333,25.95833333,1003.458333,15.04708333
20100721,70.83333333,21.625,27.04166667,1006.208333,13.90833333
20100722,163.4583333,23.45833333,28.25,1007.875,9.482083333
20100723,173.5416667,23.45833333,29.83333333,1008.083333,17.4525
20100724,94.08333333,23.04166667,30.16666667,1010.083333,25.11083333
20100725,164.2083333,23.33333333,30.04166667,1009.666667,23.8975
20100726,210.875,24.33333333,29.20833333,1008.125,9.574166667
20100727,183.75,23.75,30.45833333,1004.375,23.50666667
20100728,176.75,23.95833333,30.58333333,999.4583333,49.10625
20100729,197.5833333,26.20833333,30.20833333,996.2083333,21.2175
20100730,214.9166667,25.25,27.875,998.8333333,6.125416667
20100731,125.5833333,22.625,28.79166667,1000.125,14.37291667
20100801,41.54166667,18.20833333,26.95833333,1008.291667,12.51625
20100802,68.79166667,16.25,26.20833333,1008.083333,8.67625
20100803,146.1666667,18.95833333,25.70833333,1002.541667,9.093333333
20100804,120.0833333,21.375,24.54166667,1003,15.0825
20100805,22.41666667,13.20833333,26.875,1008,57.57708333
20100806,19.875,13.04166667,24.41666667,1015.208333,69.77833333
20100807,79.875,18.04166667,24.5,1010.875,15.55125
20100808,92.83333333,20.04166667,25.41666667,1004.125,8.830833333
20100809,238.1666667,22.41666667,27.29166667,1003.875,4.919166667
20100810,148.1666667,18.83333333,27.45833333,1006.25,11.81166667
20100811,116.1666667,21.95833333,25.20833333,1004.958333,21.68791667
20100812,92.33333333,21.29166667,26.75,1001.166667,4.766666667
20100813,130.25,24.58333333,27.41666667,1000.916667,7.115833333
20100814,0,13.41666667,29.375,999.4166667,22.92833333
20100815,0,11.16666667,28.66666667,1004.333333,19.66458333
20100816,75.125,16.08333333,27.875,1006.75,11.19041667
20100817,141.875,18.45833333,27.625,1007.833333,34.385
20100818,233.8333333,22.5,25.5,1010.166667,41.36
20100819,110.1666667,21.33333333,24.625,1011.833333,9.111666667
20100820,119.25,22.16666667,26.45833333,1013.875,10.22625
20100821,38.66666667,19.375,21.41666667,1012,15.1625
20100822,21.95833333,16.29166667,23,1013.166667,10.67166667
20100823,79.375,18.66666667,23.70833333,1013.708333,6.5375
20100824,132.375,19.41666667,24.33333333,1013.625,15.59166667
20100825,87.625,17.625,23.04166667,1014.541667,3.593333333
20100826,63.875,17,25.04166667,1014.25,7.469166667
20100827,39.41666667,15.16666667,24.83333333,1012.583333,17.13791667
20100828,47.66666667,16.54166667,24.75,1010.208333,11.58583333
20100829,114.8333333,18.95833333,25.70833333,1007.5,10.13375
20100830,109.4166667,19.75,25.45833333,1007.791667,6.205416667
20100831,88.79166667,19.54166667,23.79166667,1010.125,5.197916667
20100901,70.375,18.95833333,23.25,1013.416667,11.75458333
20100902,96.20833333,18.83333333,24.29166667,1014.791667,5.176666667
20100903,110.9166667,19.08333333,23,1013.583333,5.77125
20100904,93.58333333,16.875,23.25,1012.375,4.43375
20100905,118.7916667,19.16666667,24.08333333,1010.916667,6.7725
20100906,153.9583333,19.95833333,24.91666667,1010.125,2.940833333
20100907,134.5833333,18.25,24.20833333,1013.5,4.560416667
20100908,96.54166667,14.08333333,21.95833333,1014.791667,5.659583333
20100909,159.75,15.66666667,21.75,1011.458333,12.66416667
20100910,99.75,12.04166667,23.375,1008.041667,17.78916667
20100911,90.125,12.45833333,24.125,1009.25,10.26458333
20100912,121.2083333,14.66666667,24.66666667,1010.458333,6.01625
20100913,156.5833333,16.45833333,25.29166667,1011.583333,6.625
20100914,195.7916667,16.70833333,24.91666667,1013,8.0475
20100915,306.6666667,19.33333333,25.04166667,1011.166667,17.50791667
20100916,195.5,19.875,23.41666667,1010.375,82.6
20100917,45.04166667,14.75,16.08333333,1012.5,38.96958333
20100918,23.29166667,12.70833333,15.08333333,1014.708333,4.975
20100919,71.52631579,13.95833333,19.20833333,1012.875,5.384166667
20100920,92.75,15.08333333,17.66666667,1012.333333,8.216666667
20100921,12.8,11.16666667,14.79166667,1020.666667,17.04375
20100922,0,3.625,15.20833333,1022.958333,9.126666667
20100923,0,7.75,16.625,1018.625,12.29083333
20100924,0,10,17.29166667,1017.166667,8.65875
20100925,0,11.375,16.33333333,1015.791667,12.71833333
20100926,0,6.583333333,18,1017.125,7.098333333
20100927,45,1.083333333,16.95833333,1016.541667,45.94666667
20100928,0,-0.166666667,13.41666667,1024.916667,28.05625
20100929,0,6.083333333,12.75,1021.125,3.983333333
20100930,211.6666667,10.16666667,15.45833333,1018.291667,2.885416667
20101001,223.5,13.75,17.66666667,1017.625,1.9725
20101002,35.04166667,11.375,17.41666667,1013.5,48.48708333
20101003,10,2.375,17.75,1016.041667,198.795
20101004,24.54166667,6.916666667,15.54166667,1017.708333,5.269166667
20101005,77.08333333,10.41666667,16.625,1014.291667,4.469583333
20101006,268.8333333,13.29166667,17,1013.458333,3.424583333
20101007,377.0833333,13.375,16.70833333,1015.583333,2.604583333
20101008,368.2916667,12.875,16.08333333,1014.916667,2.643333333
20101009,357.25,12.66666667,15.33333333,1010.791667,2.21125
20101010,387.9583333,14,15.25,1011.083333,2.492916667
20101011,10.375,6.916666667,14.70833333,1017.666667,16.68666667
20101012,52.5,5.916666667,12.29166667,1022.083333,4.917083333
20101013,116.25,8.583333333,14.04166667,1016.75,4.50375
20101014,16.04166667,0,15.16666667,1019.458333,45.8925
20101015,39.33333333,-0.041666667,14.95833333,1015.833333,74.39041667
20101016,76.25,5.166666667,12.04166667,1018.25,20.03333333
20101017,45.70833333,-2.875,8.625,1028.333333,66.14666667
20101018,67.75,3.375,7.208333333,1026.958333,6.088333333
20101019,71.66666667,6.75,8.708333333,1026.791667,1.915833333
20101020,82.20833333,6.666666667,9.083333333,1027.208333,1.915416667
20101021,124.375,8.333333333,10.45833333,1022.541667,1.879583333
20101022,168.9166667,9.541666667,11.66666667,1020.375,1.84
20101023,216.625,11.375,13.08333333,1018.625,2.492083333
20101024,101.4583333,6.5,9.416666667,1023.333333,23.63666667
20101025,11.125,-8.375,8.25,1031.291667,83.95125
20101026,13.04166667,-11.04166667,3.541666667,1039.083333,7.636666667
20101027,86.875,-3,3.541666667,1030.625,3.124166667
20101028,77.29166667,-0.708333333,8.375,1027.958333,7.280833333
20101029,52.125,-0.5,10.54166667,1027.291667,9.57375
20101030,50.70833333,-0.166666667,10.29166667,1026.791667,8.28875
20101031,72.70833333,0.25,9.916666667,1024.333333,13.735
20101101,67.55555556,-4.541666667,8.583333333,1028.25,12.815
20101102,0,-6.75,6.583333333,1028.333333,8.307083333
20101103,109.3333333,-0.916666667,7.25,1022.375,3.219166667
20101104,65.79166667,-0.833333333,9.833333333,1021.708333,10.95416667
20101105,101.5,1.208333333,10.04166667,1019.75,7.45
20101106,271.0833333,4.208333333,8.583333333,1015.958333,2.120833333
20101107,69.375,-2,10.08333333,1017.625,60.88541667
20101108,12.875,-9.083333333,7.666666667,1024.5,79.51708333
20101109,59.33333333,-5.583333333,2.25,1020.958333,1.768333333
20101110,130.4583333,-2.708333333,3.458333333,1016.875,5.0975
20101111,75.75,-2.333333333,6.083333333,1011.083333,56.87833333
20101112,66.04166667,-7.583333333,1.125,1017.895833,111.36
20101113,17.04166667,-12.83333333,3.125,1027.583333,131.3520833
20101114,22,-8,0,1035,194.065
20101115,52.91666667,-6.666666667,-0.291666667,1031,237.025
20101116,138.9583333,-4,-1,1023,279.985
20101117,320.1666667,-3,1.708333333,1022.625,52.45958333
20101118,384.5,0,3.541666667,1019.541667,4.562916667
20101119,370.3333333,0.083333333,4.916666667,1014.208333,6.255
20101120,296.5833333,-0.708333333,5.208333333,1010.875,6.10875
20101121,136.7083333,-8,5.541666667,1014.375,68.84416667
20101122,69.77272727,-10.16666667,1.875,1021.125,4.39625
20101123,230.875,-7.041666667,2.25,1019.916667,2.735
20101124,71.75,-12.66666667,2.666666667,1024.333333,45.24791667
20101125,66.625,-11.70833333,-0.666666667,1025.708333,4.3775
20101126,116.6666667,-10.41666667,-0.916666667,1017.083333,3.685833333
20101127,27.66666667,-19.79166667,1.375,1022.875,78.71541667
20101128,171.4166667,-12.20833333,-1.625,1021.708333,1.934166667
20101129,190.4166667,-4.416666667,-0.5,1019.375,3.85125
20101130,224.2083333,-1.916666667,-0.458333333,1018.333333,4.26375
20101201,257.625,-0.958333333,0.666666667,1013.291667,3.122916667
20101202,83.5,-12.625,2.416666667,1019.125,66.69791667
20101203,74.75,-12.625,-1.916666667,1022.083333,2.755416667
20101204,167.3333333,-9.291666667,-0.333333333,1011.958333,5.737083333
20101205,78.45833333,-9.416666667,4.291666667,1020.333333,32.92041667
20101206,17.875,-17.75,1.833333333,1031.083333,154.0054167
20101207,57,-16,2.583333333,1017.041667,10.91375
20101208,39.41666667,-11.875,2.666666667,1015.333333,8.030416667
20101209,193.9583333,-7.958333333,0.208333333,1010.666667,3.278333333
20101210,104.375,-12.45833333,0.833333333,1009.666667,72.90958333
20101211,45.75,-15.70833333,-2.708333333,1020.833333,37.25541667
20101212,115.4583333,-10.33333333,-2.041666667,1017.791667,9.011666667
20101213,20.83333333,-21.20833333,-4.708333333,1029.666667,55.51833333
20101214,17.33333333,-22.91666667,-7.458333333,1034.333333,53.63625
20101215,22.41666667,-25.04166667,-7.875,1032.75,162.1095833
20101216,54.20833333,-21,-2.5,1017.291667,13.87541667
20101217,108.3333333,-16.70833333,-0.541666667,1013.041667,9.253333333
20101218,271.75,-12.16666667,-2.958333333,1012.541667,2.065416667
20101219,153.125,-13.125,4.541666667,1016.041667,27.32208333
20101220,200.2916667,-11.70833333,1.125,1016.875,4.933333333
20101221,434.8333333,-7.5,-1,1012.625,2.2275
20101222,145.125,-13.66666667,0.958333333,1018.583333,31.01333333
20101223,23.16666667,-23.20833333,-6.125,1035.083333,37.57083333
20101224,43.45833333,-25,-9.666666667,1037.333333,9.793333333
20101225,55.58333333,-22.33333333,-7.833333333,1027.208333,8.325
20101226,50.625,-17.70833333,-3.666666667,1015.916667,21.73958333
20101227,79.70833333,-16.58333333,-2.75,1010.958333,31.8325
20101228,28.16666667,-19.66666667,-3.75,1018.625,115.5683333
20101229,36.625,-17,-4.416666667,1021.041667,40.76875
20101230,17.58333333,-22.70833333,-7.041666667,1025.416667,234.1558333
20101231,18.66666667,-21.91666667,-6.833333333,1029.375,463.1879167
20110101,0,-19.125,-6.708333333,1034.75,149.3845833
20110102,36.66666667,-16.95833333,-4.958333333,1035.333333,9.327083333
20110103,162.2916667,-14.5,-6.041666667,1030.875,1.50375
20110104,91.33333333,-15.41666667,-4.958333333,1027.208333,15.8125
20110105,20.25,-20.04166667,-5.041666667,1031.666667,177.6758333
20110106,15.875,-19.20833333,-5.041666667,1038.083333,357.2675
20110107,46.66666667,-17.83333333,-4.708333333,1030.916667,82.28541667
20110108,79.75,-17.20833333,-3.875,1028.083333,62.03958333
20110109,0,-22.375,-5.625,1036.791667,287.10375
20110110,80.125,-20.83333333,-4.5,1028.083333,104.56
20110111,27,-20.58333333,-4.041666667,1023.041667,36.99541667
20110112,62.79166667,-20.16666667,-6.375,1023.958333,5.009583333
20110113,126.375,-18.75,-4.541666667,1022.333333,6.46125
20110114,17.58333333,-20.95833333,-4.541666667,1033.416667,87.31625
20110115,16.125,-25.25,-8.041666667,1039.583333,222.9904167
20110116,36.08333333,-21.75,-8.125,1036.541667,3.053333333
20110117,37.875,-20.83333333,-7.041666667,1035.125,61.55
20110118,20.20833333,-22.20833333,-7.875,1033.666667,44.88666667
20110119,20.75,-22.20833333,-6.791666667,1032.541667,51.45708333
20110120,38.75,-21.5,-6.916666667,1030.875,6.37125
20110121,71.66666667,-20.125,-5,1028.166667,7.041666667
20110122,56.29166667,-18.25,-5.583333333,1028.333333,25.52208333
20110123,14.5,-21.16666667,-5.625,1032.208333,170.57375
20110124,44.29166667,-19.95833333,-6.791666667,1032.708333,47.49791667
20110125,34.29166667,-20.83333333,-6.041666667,1034.375,33.75791667
20110126,67.54166667,-19.625,-7.208333333,1038.916667,8.815416667
20110127,31.875,-20.20833333,-5.75,1041.708333,14.905
20110128,18.20833333,-20.95833333,-5.458333333,1037.708333,38.98875
20110129,11.91666667,-23.25,-6.625,1036.041667,65.9425
20110130,21.20833333,-20.91666667,-2.5,1033.833333,134.59375
20110131,28.66666667,-19.125,0.166666667,1028.083333,33.95041667
20110201,35.08333333,-19.625,1.375,1022.541667,46.26083333
20110202,53.29166667,-18.58333333,0.041666667,1020.875,41.08583333
20110203,100.875,-17.45833333,-0.875,1021.416667,44.75708333
20110204,131.125,-13.54166667,0,1021.458333,11.64125
20110205,113.25,-9.75,-3.166666667,1018.666667,3.461666667
20110206,54.04166667,-10.66666667,2.5,1020,5.494166667
20110207,141.625,-9.75,-0.291666667,1015.208333,5.885
20110208,98.45833333,-11.875,-0.583333333,1015.833333,9.369166667
20110209,126.875,-7.875,-2.125,1026.166667,12.515
20110210,65,-4.75,-3.708333333,1027.541667,55.30541667
20110211,62.20833333,-12.33333333,-3.791666667,1030.375,28.85333333
20110212,27.58333333,-17.20833333,-6.041666667,1032.5,11.10291667
20110213,73.625,-8.083333333,-4.916666667,1030.333333,10.69375
20110214,33.125,-17.125,-5.416666667,1032.083333,9.162916667
20110215,202.2083333,-10.75,-5.833333333,1027.208333,2.492916667
20110216,268.875,-8.041666667,-3.333333333,1022.416667,2.81125
20110217,209.625,-7.333333333,0.416666667,1024.75,7.78375
20110218,192.5833333,-9.708333333,0.208333333,1026.583333,9.239583333
20110219,189.25,-9,2.333333333,1024.208333,10.56166667
20110220,349.4583333,-5.791666667,0.916666667,1026.5,2.622916667
20110221,493.9166667,-4.041666667,0.583333333,1024.583333,1.65375
20110222,401.4583333,-5.291666667,0.75,1020.416667,2.697083333
20110223,416.6666667,-3.916666667,2.166666667,1015.375,5.401666667
20110224,143.4583333,-9.916666667,4.166666667,1021.666667,19.98291667
20110225,70.91666667,-8.375,1.125,1031.166667,11.19666667
20110226,76.25,-4.416666667,-1.291666667,1026.625,10.52375
20110227,58.54166667,-4.75,-0.583333333,1027.333333,27.0575
20110228,19.625,-11.08333333,1.458333333,1026.791667,37.03208333
20110301,23.5,-14.79166667,0.958333333,1025.666667,52.16166667
20110302,25.5,-15.79166667,1.666666667,1025.458333,36.20708333
20110303,15.70833333,-15.16666667,3.875,1026.875,132.2745833
20110304,59.375,-11,4.083333333,1022.708333,7.5425
20110305,96.95833333,-5.166666667,7.083333333,1016.583333,23.615
20110306,16.2,-13.79166667,7.041666667,1024,25.25708333
20110307,19.33333333,-14.875,5.875,1023.5,57.91125
20110308,16.69565217,-16.375,5.458333333,1022.791667,69.10541667
20110309,20.86956522,-15.83333333,6.708333333,1027.416667,28.31458333
20110310,48.70833333,-13.75,7.416666667,1022.375,8.307916667
20110311,92.95833333,-10.70833333,6.333333333,1017.125,6.202083333
20110312,275.5416667,-3.541666667,8.083333333,1008.958333,4.489583333
20110313,175.2083333,-5.833333333,9.666666667,1013.583333,15.70041667
20110314,14.70833333,-17.25,6.458333333,1028.958333,70.98291667
20110315,15.95833333,-18.08333333,5.166666667,1027.083333,264.98875
20110316,38.41666667,-13,4.5,1023.833333,23.57625
